feature_id,symb,num,length
ENSMUSG00000084123,Gm13106,2,1443
ENSMUSG00000078511,Pramel16,5,1693
ENSMUSG00000078510,Pramel28,5,2067
ENSMUSG00000078509,Pramel14,3,1847
ENSMUSG00000083456,Gm13108,2,1455
ENSMUSG00000095987,Gm13104,2,1446
ENSMUSG00000073724,Pramel4,14,2490
ENSMUSG00000073723,Gm13102,12,1651
ENSMUSG00000050810,Oog3,9,1865
ENSMUSG00000066030,Oog2,8,3211
ENSMUSG00000046262,Pramel29,16,1885
ENSMUSG00000083708,Gm13123,2,492
ENSMUSG00000036749,Pramel5,17,2299
ENSMUSG00000095960,Gm13120,2,1446
ENSMUSG00000080943,Gm13130,2,1166
ENSMUSG00000078508,Pramel30,3,1841
ENSMUSG00000084312,Gm13122,2,453
ENSMUSG00000070619,Pramel31,6,2094
ENSMUSG00000073721,Pramel15,7,1461
ENSMUSG00000028591,Pramel13,12,2573
ENSMUSG00000121128,Gm57149,1,192
ENSMUSG00000028590,Pramel13os,7,767
ENSMUSG00000028589,Cfap107,3,974
ENSMUSG00000095213,Gm9944,3,2422
ENSMUSG00000078507,Aadacl3,2,3153
ENSMUSG00000118540,Gm52990,2,873
ENSMUSG00000082835,Gm13118,2,549
ENSMUSG00000028593,Aadacl4fm1,6,1406
ENSMUSG00000083390,Gm13121,2,632
ENSMUSG00000082418,Gm13126,2,3063
ENSMUSG00000078506,Aadacl4fm2,2,1221
ENSMUSG00000070610,Gm13127,5,1389
ENSMUSG00000070609,Aadacl4,4,1224
ENSMUSG00000078505,Aadacl4fm4,2,1224
ENSMUSG00000041735,AAdacl4fm3,9,1227
ENSMUSG00000077327,Gm25938,3,166
ENSMUSG00000078504,Aadacl4fm5,3,1432
ENSMUSG00000083998,Prdx2-ps2,2,594
ENSMUSG00000120660,Gm57096,1,1571
ENSMUSG00000066026,Dhrs3,15,2927
ENSMUSG00000103911,Gm38074,2,145
ENSMUSG00000020220,Vps13d,17,24771
ENSMUSG00000028599,Tnfrsf1b,11,3818
ENSMUSG00000028602,Tnfrsf8,13,3459
ENSMUSG00000082758,Gm13024,2,718
ENSMUSG00000084272,Gm13224,2,94
ENSMUSG00000085101,Platr16,9,1013
ENSMUSG00000082082,Gm13230,2,1575
ENSMUSG00000083081,Gm13223,2,747
ENSMUSG00000052912,Smarca5-ps,8,3217
ENSMUSG00000087076,Gm13229,3,340
ENSMUSG00000078503,Zfp990,10,3498
ENSMUSG00000096864,Gm21978,2,377
ENSMUSG00000082352,Gm13228,2,634
ENSMUSG00000083454,Gm13226,2,404
ENSMUSG00000080732,Gm13222,2,138
ENSMUSG00000078502,Zfp268,11,3595
ENSMUSG00000083562,Gm13234,2,747
ENSMUSG00000081885,Gm13231,2,2850
ENSMUSG00000095517,Gm13249,2,345
ENSMUSG00000058186,Zfp980,14,4006
ENSMUSG00000082615,Gm13239,2,637
ENSMUSG00000084279,Gm13232,2,632
ENSMUSG00000082334,Gm13244,2,1446
ENSMUSG00000087513,Gm13236,2,940
ENSMUSG00000094417,Gm13243,2,565
ENSMUSG00000094177,Vmn2r-ps15,2,377
ENSMUSG00000084350,Znf41-ps,2,2413
ENSMUSG00000096233,Gm13238,2,780
ENSMUSG00000083235,Gm13246,2,315
ENSMUSG00000078500,Zfp986,4,1427
ENSMUSG00000081595,Gm13036,2,748
ENSMUSG00000082195,Gm13034,4,3177
ENSMUSG00000083733,Gm13035,4,342
ENSMUSG00000066009,Zfp987,9,3039
ENSMUSG00000066007,Zfp600,16,4937
ENSMUSG00000086654,Gm13165,2,468
ENSMUSG00000081522,Gm13170,2,643
ENSMUSG00000081671,Gm13167,2,578
ENSMUSG00000084127,Gm13169,2,1459
ENSMUSG00000085525,Gm13166,8,1412
ENSMUSG00000081460,Gm13168,2,632
ENSMUSG00000095096,Vmn2r-ps17,2,375
ENSMUSG00000070605,Zfp992,5,4550
ENSMUSG00000073716,Gm13241,7,780
ENSMUSG00000081998,Gm13245,2,260
ENSMUSG00000056300,Zfp981,15,3164
ENSMUSG00000086046,1700095A21Rik,2,1069
ENSMUSG00000095865,Gm13237,2,635
ENSMUSG00000083038,Gm13233,2,1443
ENSMUSG00000096366,Gm13240,2,565
ENSMUSG00000095460,Vmn2r-ps16,2,377
ENSMUSG00000063245,Zfp993,12,1275
ENSMUSG00000045699,Gm21411,6,1296
ENSMUSG00000093919,Gm20760,2,648
ENSMUSG00000083027,Gm13140,2,3151
ENSMUSG00000081260,Gm13149,2,339
ENSMUSG00000086147,Zfp989,3,2395
ENSMUSG00000067919,Rex2,9,4349
ENSMUSG00000083704,Gm13153,2,637
ENSMUSG00000093617,4933438K21Rik,2,1693
ENSMUSG00000094017,Gm13160,2,627
ENSMUSG00000081405,Gm13142,2,1453
ENSMUSG00000082779,Gm13162,2,454
ENSMUSG00000094849,Vmn2r-ps18,2,380
ENSMUSG00000067916,Zfp991,10,2917
ENSMUSG00000095054,Gm13146,2,780
ENSMUSG00000082176,Gm13163,2,336
ENSMUSG00000121438,ENSMUSG00000121438,1,585
ENSMUSG00000087207,Gm13147,10,1173
ENSMUSG00000081627,Gm13158,2,736
ENSMUSG00000082925,Gm13135,2,3121
ENSMUSG00000094318,Gm13144,2,345
ENSMUSG00000078498,Zfp988,6,2800
ENSMUSG00000078497,Zfp978,10,1287
ENSMUSG00000096354,Gm8178,2,646
ENSMUSG00000082248,Gm13161,2,559
ENSMUSG00000093975,Vmn2r-ps19,2,269
ENSMUSG00000078496,Zfp982,10,1488
ENSMUSG00000081301,Gm15951,2,400
ENSMUSG00000096440,Vmn2r-ps20,2,382
ENSMUSG00000082599,Gm13141,4,456
ENSMUSG00000065999,Zfp985,14,2871
ENSMUSG00000066000,Zfp979,13,4111
ENSMUSG00000096065,Gm13155,2,646
ENSMUSG00000086130,Gm16211,2,1620
ENSMUSG00000062518,Zfp534,8,2885
ENSMUSG00000096521,Gm13137,2,345
ENSMUSG00000081179,Gm13136,2,2950
ENSMUSG00000083642,Gm13148,2,745
ENSMUSG00000078495,Zfp984,11,2912
ENSMUSG00000093594,Gm20707,2,2516
ENSMUSG00000080059,Rps19-ps3,5,426
ENSMUSG00000059423,Zfp933,14,4270
ENSMUSG00000029022,Miip,19,3354
ENSMUSG00000070583,Fv1,2,1380
ENSMUSG00000029020,Mfn2,14,5194
ENSMUSG00000083340,Gm13156,2,321
ENSMUSG00000019055,Plod1,16,6765
ENSMUSG00000044496,2510039O18Rik,7,2731
ENSMUSG00000029019,Nppb,9,781
ENSMUSG00000041616,Nppa,10,865
ENSMUSG00000086806,Gm13054,2,820
ENSMUSG00000029016,Clcn6,14,5933
ENSMUSG00000083473,Gm13207,2,773
ENSMUSG00000029009,Mthfr,18,7315
ENSMUSG00000094320,Chchd2-ps,2,462
ENSMUSG00000078494,Gm13201,6,815
ENSMUSG00000029007,Agtrap,9,4236
ENSMUSG00000029005,Draxin,5,5200
ENSMUSG00000029003,Mad2l2,12,2622
ENSMUSG00000055401,Fbxo6,15,2207
ENSMUSG00000099043,Mir7022,3,61
ENSMUSG00000029001,Fbxo44,16,3024
ENSMUSG00000041556,Fbxo2,9,1288
ENSMUSG00000041544,Disp3,12,5450
ENSMUSG00000087027,Gm13206,3,1090
ENSMUSG00000086326,Gm13200,2,258
ENSMUSG00000047719,Ubiad1,3,2992
ENSMUSG00000064648,Gm23303,5,152
ENSMUSG00000028991,Mtor,16,10109
ENSMUSG00000028989,Angptl7,4,2157
ENSMUSG00000089081,Gm24002,3,104
ENSMUSG00000088625,Gm23318,3,108
ENSMUSG00000017264,Exosc10,17,3594
ENSMUSG00000082860,Gm13204,2,821
ENSMUSG00000087217,Gm13209,2,494
ENSMUSG00000006442,Srm,11,1599
ENSMUSG00000028979,Masp2,18,3307
ENSMUSG00000041459,Tardbp,16,7796
ENSMUSG00000070577,Gm572,6,1385
ENSMUSG00000087273,Gm13203,2,520
ENSMUSG00000028977,Casz1,18,12524
ENSMUSG00000086766,Gm15969,2,236
ENSMUSG00000086606,Gm13205,2,562
ENSMUSG00000086740,Gm17029,2,5876
ENSMUSG00000028975,Pex14,17,6272
ENSMUSG00000081086,Gm9506,2,320
ENSMUSG00000028974,Dffa,14,3540
ENSMUSG00000028971,Cort,5,677
ENSMUSG00000073705,Cenps,11,1909
ENSMUSG00000080746,Rpsa-ps12,4,892
ENSMUSG00000028961,Pgd,16,6447
ENSMUSG00000063077,Kif1b,16,17809
ENSMUSG00000028960,Ube4b,21,7618
ENSMUSG00000085286,Ube4bos3,2,756
ENSMUSG00000085807,Ube4bos2,2,317
ENSMUSG00000085819,Ube4bos1,8,2903
ENSMUSG00000028996,Rbp7,10,718
ENSMUSG00000070572,Trmt112-ps2,8,378
ENSMUSG00000028992,Nmnat1,14,3037
ENSMUSG00000087198,Tmem274,5,747
ENSMUSG00000028990,Lzic,14,1866
ENSMUSG00000083811,Gm13071,2,376
ENSMUSG00000084646,Gm24381,3,104
ENSMUSG00000028988,Ctnnbip1,14,2792
ENSMUSG00000093403,Mir5616,3,60
ENSMUSG00000086949,Gm13066,2,884
ENSMUSG00000039953,Clstn1,14,4662
ENSMUSG00000039936,Pik3cd,19,6259
ENSMUSG00000098580,Mir7023,3,64
ENSMUSG00000044700,Tmem201,16,8944
ENSMUSG00000028982,Slc25a33,10,1887
ENSMUSG00000085403,Gm13068,2,876
ENSMUSG00000085368,Gm16188,2,420
ENSMUSG00000084807,Gm13073,2,486
ENSMUSG00000081601,Gm13065,2,141
ENSMUSG00000083173,Gm13064,2,557
ENSMUSG00002075745,Gm55098,1,109
ENSMUSG00002076480,Gm55099,1,60
ENSMUSG00000039911,Spsb1,14,4396
ENSMUSG00000086767,Gm13070,2,768
ENSMUSG00000028980,H6pd,15,5236
ENSMUSG00000086665,Gm13067,3,1056
ENSMUSG00000065493,Mir34a,3,102
ENSMUSG00000102813,Gm37795,2,2459
ENSMUSG00000047875,Gpr157,7,4900
ENSMUSG00000118596,Gm53001,2,76
ENSMUSG00000087094,Gm13093,2,2485
ENSMUSG00000028976,Slc2a5,11,3402
ENSMUSG00000062064,Slc2a7,7,1867
ENSMUSG00000028972,Car6,12,1816
ENSMUSG00000082140,Gm13094,2,409
ENSMUSG00000063524,Eno1,14,5379
ENSMUSG00000039852,Rere,18,8528
ENSMUSG00000085787,Gm13092,4,260
ENSMUSG00002075295,Gm55126,1,110
ENSMUSG00000085213,Gm13091,3,876
ENSMUSG00000039838,Slc45a1,12,4395
ENSMUSG00000085869,Gm16079,2,578
ENSMUSG00000085097,Gm13049,2,757
ENSMUSG00000078492,1700045H11Rik,4,593
ENSMUSG00000084314,Rps15a-ps3,2,395
ENSMUSG00000028967,Errfi1,11,3582
ENSMUSG00000028964,Park7,15,2479
ENSMUSG00000028965,Tnfrsf9,14,2722
ENSMUSG00000014592,Camta1,22,14570
ENSMUSG00000064476,Gm23405,4,160
ENSMUSG00000028963,Uts2,2,538
ENSMUSG00000028957,Per3,13,9608
ENSMUSG00000028955,Vamp3,4,2889
ENSMUSG00000078491,Gm13090,3,746
ENSMUSG00000085593,4930589P08Rik,2,1084
ENSMUSG00000120016,Gm57065,1,1096
ENSMUSG00000104142,Gm37141,2,422
ENSMUSG00000039768,Dnajc11,17,10678
ENSMUSG00000039759,Thap3,11,1334
ENSMUSG00000047777,Phf13,10,3205
ENSMUSG00000108391,Gm9768,2,2861
ENSMUSG00000073700,Klhl21,4,3986
ENSMUSG00000028952,Zbtb48,13,3199
ENSMUSG00000028950,Tas1r1,4,2863
ENSMUSG00000028948,Nol9,17,4956
ENSMUSG00000039713,Plekhg5,18,5430
ENSMUSG00000024793,Tnfrsf25,15,2277
ENSMUSG00000028943,Espn,19,8272
ENSMUSG00000081544,Gm13077,2,484
ENSMUSG00000028940,Hes2,3,2638
ENSMUSG00000028937,Acot7,15,2124
ENSMUSG00002075427,Gm55367,1,336
ENSMUSG00000085724,Gm13096,2,251
ENSMUSG00000042804,Gpr153,14,3909
ENSMUSG00000028946,Hes3,8,1960
ENSMUSG00000039662,Icmt,17,5287
ENSMUSG00000058498,Rnf207,13,6331
ENSMUSG00000028936,Rpl22,16,2911
ENSMUSG00000005045,Chd5,17,9583
ENSMUSG00000085179,Gm13645,2,699
ENSMUSG00000028931,Kcnab2,13,6977
ENSMUSG00000090057,Gm16333,2,318
ENSMUSG00000039577,Nphp4,18,6044
ENSMUSG00000083078,Gm13172,2,256
ENSMUSG00000073699,Gm833,4,884
ENSMUSG00002075954,Gm55443,1,95
ENSMUSG00000085648,Gm13173,2,441
ENSMUSG00000087454,Gm13174,2,220
ENSMUSG00000039546,Ajap1,10,3048
ENSMUSG00000121000,Gm57128,1,1375
ENSMUSG00000077519,Gm25880,3,132
ENSMUSG00000085390,Gm13115,2,620
ENSMUSG00000086272,BC039966,3,1661
ENSMUSG00000047613,A430005L14Rik,11,1552
ENSMUSG00000029027,Dffb,10,2875
ENSMUSG00000039523,Cep104,17,5279
ENSMUSG00000029028,Lrrc47,15,3510
ENSMUSG00000078350,Smim1,12,5761
ENSMUSG00000119980,Gm57064,1,663
ENSMUSG00000039492,Ccdc27,8,2089
ENSMUSG00000080807,Gm13117,2,691
ENSMUSG00000082073,Gm13114,2,106
ENSMUSG00000029026,Trp73,18,5538
ENSMUSG00000087071,Trp73os,2,2192
ENSMUSG00000088774,Gm26036,3,144
ENSMUSG00000029029,Wrap73,15,4335
ENSMUSG00000029030,Tprgl,15,2242
ENSMUSG00000057751,Megf6,15,7877
ENSMUSG00000081276,Gm13132,2,472
ENSMUSG00000029032,Arhgef16,13,5481
ENSMUSG00000039410,Prdm16,17,9321
ENSMUSG00000097871,B230104I21Rik,2,876
ENSMUSG00000086565,Gm13133,2,736
ENSMUSG00000084987,Gm13134,2,1032
ENSMUSG00000120023,Gm57100,1,482
ENSMUSG00000085069,Prdm16os,3,3542
ENSMUSG00000098424,Gm27202,2,512
ENSMUSG00000086810,Gm13110,2,3414
ENSMUSG00000051276,Actrt2,5,1435
ENSMUSG00000046637,Ttc34,4,4949
ENSMUSG00000087437,Gm13112,8,1297
ENSMUSG00000058183,Mmel1,15,3475
ENSMUSG00000029059,Prxl2b,10,1027
ENSMUSG00000042333,Tnfrsf14,17,1438
ENSMUSG00000120490,Gm57086,1,1001
ENSMUSG00000092483,Gm20421,2,672
ENSMUSG00000048001,Hes5,8,1363
ENSMUSG00000120801,Gm57104,1,476
ENSMUSG00000029056,Pank4,14,3487
ENSMUSG00000029055,Plch2,18,8112
ENSMUSG00000073686,Gm10564,3,3113
ENSMUSG00000029047,Pex10,14,3298
ENSMUSG00000029048,Rer1,4,1814
ENSMUSG00000029049,Morn1,15,4320
ENSMUSG00000029050,Ski,16,5562
ENSMUSG00000120354,Gm52713,1,723
ENSMUSG00000073684,Faap20,14,1743
ENSMUSG00000029053,Prkcz,17,6318
ENSMUSG00000098729,Gm27200,2,657
ENSMUSG00000029054,Gabrd,9,2875
ENSMUSG00000084803,5830444B04Rik,9,5410
ENSMUSG00000078490,Cfap74,11,9951
ENSMUSG00000023153,Tmem52,10,1157
ENSMUSG00000118647,Gm55744,2,224
ENSMUSG00000029064,Gnb1,16,4268
ENSMUSG00000082429,Gm13171,2,391
ENSMUSG00000029063,Nadk,17,3747
ENSMUSG00000120844,B930046K06Rik,1,2528
ENSMUSG00000042202,Slc35e2,16,6574
ENSMUSG00000086682,Gm16023,3,2952
ENSMUSG00000085063,Gm16024,2,171
ENSMUSG00000029062,Cdk11b,15,3752
ENSMUSG00000029061,Mmp23,3,2340
ENSMUSG00000029060,Mib2,18,4724
ENSMUSG00000074738,Fndc10,3,2140
ENSMUSG00000029038,Ssu72,10,2689
ENSMUSG00000064916,Gm22573,3,102
ENSMUSG00000096221,1500002C15Rik,4,2183
ENSMUSG00000084845,Tmem240,10,5514
ENSMUSG00000029036,Atad3a,19,3765
ENSMUSG00000054514,Atad3aos,5,1744
ENSMUSG00000042116,Vwa1,4,3623
ENSMUSG00000073680,Tmem88b,3,3471
ENSMUSG00002075881,Gm55808,1,126
ENSMUSG00000078487,Ankrd65,10,1169
ENSMUSG00000029066,Mrpl20,13,1664
ENSMUSG00000029068,Ccnl2,17,5278
ENSMUSG00000065990,Aurkaip1,13,1766
ENSMUSG00000073679,Mxra8os,3,687
ENSMUSG00000029070,Mxra8,10,2918
ENSMUSG00000029071,Dvl1,17,4996
ENSMUSG00000029072,Tas1r3,4,3523
ENSMUSG00000029073,Cptp,10,2709
ENSMUSG00000029034,Ints11,10,3067
ENSMUSG00000051557,Pusl1,16,2329
ENSMUSG00000029033,Acap3,17,5367
ENSMUSG00002076209,Gm55844,1,121
ENSMUSG00000023286,Ube2j2,17,4409
ENSMUSG00000023571,C1qtnf12,5,1366
ENSMUSG00000050796,B3galt6,5,3184
ENSMUSG00000029076,Sdf4,15,6115
ENSMUSG00000029075,Tnfrsf4,7,1365
ENSMUSG00000103183,Gm37090,2,4105
ENSMUSG00000087381,Gm16008,10,1661
ENSMUSG00000088545,Gm25982,4,101
ENSMUSG00000041954,Tnfrsf18,19,1524
ENSMUSG00000029074,Ttll10,15,3985
ENSMUSG00000086549,Gm13648,2,1536
ENSMUSG00000065427,Mir429,3,83
ENSMUSG00000065400,Mir200a,3,90
ENSMUSG00000065549,Mir200b,5,70
ENSMUSG00000059939,9430015G10Rik,14,3695
ENSMUSG00000110404,Rnf223,2,2908
ENSMUSG00000041936,Agrn,19,9285
ENSMUSG00000120951,Gm46878,1,405
ENSMUSG00000035692,Isg15,8,703
ENSMUSG00000078349,AW011738,5,5095
ENSMUSG00000078486,Perm1,4,3901
ENSMUSG00000078485,Plekhn1,5,5988
ENSMUSG00002076083,Klhl17,1,3582
ENSMUSG00000098954,Mir7658,3,57
ENSMUSG00000095567,Noc2l,9,4160
ENSMUSG00000096351,Samd11,3,3588
ENSMUSG00000111895,Gm47252,2,611
ENSMUSG00000057021,Vmn2r129,14,3071
ENSMUSG00000096042,Vmn2r125,4,2716
ENSMUSG00000098947,V1rg10,4,1011
ENSMUSG00000090577,Gm3027,2,451
ENSMUSG00000105722,Gm18187,2,984
ENSMUSG00000106520,Gm8706,2,1491
ENSMUSG00000106504,Gm43529,2,412
ENSMUSG00000090701,Gm6486,2,434
ENSMUSG00000091936,Gm3053,2,616
ENSMUSG00000106399,Gm43530,2,274
ENSMUSG00000091483,Gm8715,2,531
ENSMUSG00000105800,Gm18985,2,1079
ENSMUSG00000062353,Gm15772,7,438
ENSMUSG00000106658,Gm36548,2,1044
ENSMUSG00000040274,Cdk6,12,13989
ENSMUSG00000106588,Gm17590,2,1232
ENSMUSG00000105534,Gm42435,2,1448
ENSMUSG00000058503,Fam133b,12,7398
ENSMUSG00000105656,Gm43017,2,752
ENSMUSG00002075884,Gm54797,1,120
ENSMUSG00000008307,1700109H08Rik,12,3062
ENSMUSG00000040302,Rbm48,18,3071
ENSMUSG00000104891,2510017J16Rik,2,1263
ENSMUSG00000005907,Pex1,15,10356
ENSMUSG00000105130,Gm43825,2,734
ENSMUSG00000104950,4833413G10Rik,2,1946
ENSMUSG00000007415,Gatad1,16,4168
ENSMUSG00000014529,Tmbim7,10,2345
ENSMUSG00002076516,Gm54818,1,117
ENSMUSG00000040351,Ankib1,12,8541
ENSMUSG00002076005,Gm54837,1,68
ENSMUSG00000105950,Gm43679,2,3677
ENSMUSG00000000600,Krit1,16,21853
ENSMUSG00000040367,Lrrd1,3,2951
ENSMUSG00000104699,Rps4x-ps,2,793
ENSMUSG00000040429,Mterf1a,7,3144
ENSMUSG00000040407,Akap9,19,22102
ENSMUSG00000105893,Wdr46-ps,2,1712
ENSMUSG00000106535,Gm43031,2,1887
ENSMUSG00000001467,Cyp51,6,4415
ENSMUSG00000053178,Mterf1b,6,1368
ENSMUSG00000044674,Fzd1,7,4197
ENSMUSG00000083921,Gm15750,3,616
ENSMUSG00000105560,Gm42744,2,2147
ENSMUSG00002076922,Gm54884,1,97
ENSMUSG00000028926,Cdk14,16,18877
ENSMUSG00000106212,Gm43112,2,3122
ENSMUSG00000105062,Gm43113,2,1754
ENSMUSG00002076622,Gm54911,1,110
ENSMUSG00000106472,Gm43111,2,1919
ENSMUSG00002076112,Gm22897_ENSMUSG00002076112,1,127
ENSMUSG00000105400,Gm22897_ENSMUSG00000105400,3,128
ENSMUSG00000106054,Gm43623,2,2663
ENSMUSG00000105287,Gm43577,2,3344
ENSMUSG00000105864,Gm10484,2,4759
ENSMUSG00000106202,Gm43727,2,2647
ENSMUSG00000104867,Gm43728,2,2622
ENSMUSG00000079666,Pttg1ip2,9,1118
ENSMUSG00000046798,Cldn12,15,4228
ENSMUSG00000040464,Gtpbp10,16,6830
ENSMUSG00000104716,Gm30652,2,430
ENSMUSG00000073234,Gm8773,5,1268
ENSMUSG00000040473,Cfap69,16,7905
ENSMUSG00000015653,Steap2,14,12144
ENSMUSG00000105996,Gm43219,2,1937
ENSMUSG00000015652,Steap1,10,1377
ENSMUSG00000100801,Gm15459,2,1941
ENSMUSG00000104952,Gm38697,2,1746
ENSMUSG00000088692,Gm23838,3,162
ENSMUSG00000105370,Gm42718,2,2681
ENSMUSG00000106308,Gm42719,2,355
ENSMUSG00000088380,Gm24686,3,93
ENSMUSG00000106064,Gm40263,2,580
ENSMUSG00000104663,Gm3203,2,2389
ENSMUSG00000105487,Gm43324,2,289
ENSMUSG00000106532,Gm5714,2,566
ENSMUSG00000092094,Zfp804b,6,4430
ENSMUSG00000064851,Gm24525,3,151
ENSMUSG00000095159,Tubb4b-ps1,3,1336
ENSMUSG00000105711,Gm42598,2,2437
ENSMUSG00000105980,Gm42597,2,1544
ENSMUSG00000105832,Gm43841,2,586
ENSMUSG00000040514,Tex47,7,3623
ENSMUSG00000098077,Gm4960,2,1001
ENSMUSG00000105068,Gm30835,2,689
ENSMUSG00000081226,Gm8802,2,740
ENSMUSG00002076164,Gm54982,1,109
ENSMUSG00000104624,Gm43478,2,292
ENSMUSG00000012428,Steap4,10,3155
ENSMUSG00000086528,Gm15731,2,2195
ENSMUSG00000003161,Sri,16,4852
ENSMUSG00000082867,Gm15730,2,415
ENSMUSG00000040537,Adam22,18,14348
ENSMUSG00000094226,Gm21759,4,1828
ENSMUSG00002075737,Gm55253,1,110
ENSMUSG00000088103,Gm23993,3,144
ENSMUSG00000106265,Gm42490,2,2064
ENSMUSG00000002297,Dbf4,17,8728
ENSMUSG00000054099,Slc25a40,12,8386
ENSMUSG00000040570,Rundc3b,15,3824
ENSMUSG00000105740,Gm42685,2,2390
ENSMUSG00000040584,Abcb1a,9,5480
ENSMUSG00000105392,Gm42684,2,3615
ENSMUSG00000104535,Gm42686,2,4108
ENSMUSG00000097279,Gm5106,2,1334
ENSMUSG00000028970,Abcb1b,10,7990
ENSMUSG00000105870,7330423F06Rik,2,301
ENSMUSG00000042476,Abcb4,13,9383
ENSMUSG00000106664,Gm17936,2,988
ENSMUSG00000003623,Crot,5,5456
ENSMUSG00000078183,Gm15610,4,195
ENSMUSG00000102921,Gm37153,2,231
ENSMUSG00002074942,Gm55324,1,142
ENSMUSG00000084923,Gm15611,2,406
ENSMUSG00000114430,Gm40264,2,3867
ENSMUSG00000079659,Tmem243,6,6841
ENSMUSG00000042508,Dmtf1,17,11041
ENSMUSG00000120248,Gm57257,1,1938
ENSMUSG00000089562,Gm24666,4,167
ENSMUSG00000080875,Gm7332,5,454
ENSMUSG00000089926,Gm15734,2,1040
ENSMUSG00000056004,Elapor2,17,7918
ENSMUSG00000086115,Gm15733,2,242
ENSMUSG00000077896,Mir879,3,76
ENSMUSG00000003974,Grm3,7,3049
ENSMUSG00000106637,Gm42455,2,2736
ENSMUSG00000089399,Gm23312,4,102
ENSMUSG00000105348,Gm35212,2,606
ENSMUSG00000106661,Gm42832,2,745
ENSMUSG00000091487,Gm6586,2,643
ENSMUSG00000105173,Gm5715,2,1465
ENSMUSG00000073226,Gm10482,10,2428
ENSMUSG00000100895,Gm28685,2,1101
ENSMUSG00000069355,Gm5152,14,1377
ENSMUSG00000105157,Gm31831,2,903
ENSMUSG00000091817,Gm17091,2,357
ENSMUSG00000105536,Gm4959,2,1044
ENSMUSG00000106274,Gm42828,2,469
ENSMUSG00000105295,Gm42834,2,256
ENSMUSG00000105657,Gm42833,2,2124
ENSMUSG00000091422,Gm6455,9,1244
ENSMUSG00000104942,Gm3321,2,1129
ENSMUSG00000106652,Gm43358,2,970
ENSMUSG00000091933,Gm8857,4,1179
ENSMUSG00000095710,Gm8871,8,1207
ENSMUSG00000104834,Gm8861,2,832
ENSMUSG00000105978,Gm43492,2,786
ENSMUSG00000106477,Gm8874,2,286
ENSMUSG00000106506,4930558F17Rik,2,786
ENSMUSG00000094025,Gm8879,9,1125
ENSMUSG00000105705,Gm3360,2,1107
ENSMUSG00000104982,Gm32554,2,970
ENSMUSG00000095918,Gm5861,8,1096
ENSMUSG00000104811,Gm33093,2,790
ENSMUSG00000096846,Gm8890,9,858
ENSMUSG00000105564,Gm8891,2,832
ENSMUSG00000106148,Gm32877,2,709
ENSMUSG00000095829,Speer1,9,1123
ENSMUSG00000106351,Gm8896,2,1106
ENSMUSG00000106034,1700108N06Rik,2,681
ENSMUSG00000096732,Gm8897,9,1181
ENSMUSG00000104601,Gm29745,2,687
ENSMUSG00000105549,Gm43540,2,3848
ENSMUSG00000105688,4930437M23Rik,2,968
ENSMUSG00000095296,Gm8906,9,1181
ENSMUSG00000106156,Gm21040,2,1132
ENSMUSG00000104789,Gm43640,2,786
ENSMUSG00000091903,Gm6460,9,1168
ENSMUSG00000104774,Gm8920,2,924
ENSMUSG00000105299,Gm33847,2,786
ENSMUSG00000094105,Gm8922,8,1167
ENSMUSG00000099391,1700003C15Rik,3,1871
ENSMUSG00000105364,Gm8924,2,1132
ENSMUSG00000094205,Gm8926,8,1098
ENSMUSG00000104578,Gm8929,2,1132
ENSMUSG00000105479,Gm43132,2,792
ENSMUSG00000094036,Gm6465,3,546
ENSMUSG00000106410,Gm29755,2,948
ENSMUSG00000106026,Gm43131,2,969
ENSMUSG00000067848,4933402N22Rik,13,1125
ENSMUSG00000105171,Gm5288,2,1119
ENSMUSG00000099516,Gm29066,2,452
ENSMUSG00000103740,Gm38242,2,430
ENSMUSG00000105155,Gm42910,2,2921
ENSMUSG00000104941,Gm8953,2,904
ENSMUSG00000040254,Sema3d,12,8595
ENSMUSG00000105854,Gm8925,2,763
ENSMUSG00000104632,Gm42909,2,3619
ENSMUSG00000105237,Gm42580,2,753
ENSMUSG00002075234,Gm56263,1,110
ENSMUSG00000096810,Gm10481,2,1002
ENSMUSG00000104577,Gm6641,2,1315
ENSMUSG00000062038,Gm10108,6,319
ENSMUSG00000028883,Sema3a,20,13868
ENSMUSG00000105334,Gm42680,2,2500
ENSMUSG00000105750,Gm43130,2,3907
ENSMUSG00000105041,Gm42676,3,2686
ENSMUSG00000104626,Gm42675,2,4035
ENSMUSG00000105366,Gm43719,2,2199
ENSMUSG00000104905,Gm43718,2,1857
ENSMUSG00000104638,4930568A13Rik,2,1061
ENSMUSG00000105833,Gm4751,2,1105
ENSMUSG00000090991,Gm6647,2,641
ENSMUSG00000067855,Speer3,8,1192
ENSMUSG00000090793,Gm6650,3,614
ENSMUSG00000106615,Gm8968,2,1303
ENSMUSG00000105521,Gm35702,2,511
ENSMUSG00000105614,Dnd1-ps,2,964
ENSMUSG00002075841,Gm55489,1,105
ENSMUSG00000063531,Sema3e,8,9285
ENSMUSG00000105528,Gm43519,2,1872
ENSMUSG00000085352,Gm4128,2,461
ENSMUSG00000106310,Gm43523,2,2878
ENSMUSG00000061601,Pclo,16,22457
ENSMUSG00000097976,Gm26918,2,728
ENSMUSG00000106491,Gm42446,2,3284
ENSMUSG00000105485,Gm42447,2,2903
ENSMUSG00000104625,Gm42448,2,2644
